SI3,K,0.3,0.39,900
I1,K,0.3,0.39,800
I2,K,0.3,0.39,600
I3,K,0.3,0.39,400
IF,L,0.3,0.39,1300
VVS1,L,0.3,0.39,1200
VVS2,L,0.3,0.39,1200
VS1,L,0.3,0.39,1100
VS2,L,0.3,0.39,1100
SI1,L,0.3,0.39,1000
SI2,L,0.3,0.39,900
SI3,L,0.3,0.39,700
I1,L,0.3,0.39,600
I2,L,0.3,0.39,500
I3,L,0.3,0.39,300
IF,M,0.3,0.39,1100
VVS1,M,0.3,0.39,1100
VVS2,M,0.3,0.39,1000
VS1,M,0.3,0.39,900
VS2,M,0.3,0.39,900
SI1,M,0.3,0.39,800
SI2,M,0.3,0.39,700
SI3,M,0.3,0.39,600
I1,M,0.3,0.39,500
I2,M,0.3,0.39,400
I3,M,0.3,0.39,300
IF,D,0.4,0.49,5200
VVS1,D,0.4,0.49,4400
VVS2,D,0.4,0.49,3800
VS1,D,0.4,0.49,3400
VS2,D,0.4,0.49,2800
SI1,D,0.4,0.49,2200
SI2,D,0.4,0.49,2000
SI3,D,0.4,0.49,1800
I1,D,0.4,0.49,1400
I2,D,0.4,0.49,1100
I3,D,0.4,0.49,800
IF,E,0.4,0.49,4400
VVS1,E,0.4,0.49,3900
VVS2,E,0.4,0.49,3400
VS1,E,0.4,0.49,3200
VS2,E,0.4,0.49,2700
SI1,E,0.4,0.49,2100
SI2,E,0.4,0.49,1800
SI3,E,0.4,0.49,1700
I1,E,0.4,0.49,1300
I2,E,0.4,0.49,1000
I3,E,0.4,0.49,700
IF,F,0.4,0.49,4200
VVS1,F,0.4,0.49,3800
VVS2,F,0.4,0.49,3300
VS1,F,0.4,0.49,3000
VS2,F,0.4,0.49,2500
SI1,F,0.4,0.49,2000
SI2,F,0.4,0.49,1700
SI3,F,0.4,0.49,1600
I1,F,0.4,0.49,1300
I2,F,0.4,0.49,1000
